id,text,label,emoji,tag
2250,<user> and <user> cut a promo then <user> states he ' s facing <user> oh yay ! <repeated>,1,,"<repeated>,<user>"
2251,<user> <user> <user> <user> <user> <user>,0,,<user>
2252,<user> bruhh i just saw a license plate that had the letters <allcaps> fdb </allcaps> 😂,0,😂,"</allcaps>,<allcaps>,<user>"
2253,well that ' s me living till i am 2 0 0 yrs old ! <repeated> <hashtag> sarc i </hashtag> <hashtag> wit </hashtag> <hashtag> low </hashtag> <hashtag> constant </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>,<repeated>"
2254,"<allcaps> false </allcaps> , slavery was based on economics , <user> <user> <user> <user> <user> <user>",0,,"</allcaps>,<allcaps>,<user>"
2255,"<user> <allcaps> wow </allcaps> , so now things are going to change ? never heard that before from the opposition . please vote , it works so well",1,,"</allcaps>,<allcaps>,<user>"
2256,how exciting he ' s walking all by himself <hashtag> amazing </hashtag> <hashtag> strength </hashtag> <hashtag> hard work </hashtag> <hashtag> love </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
2257,<hashtag> np </hashtag> <hashtag> now playing </hashtag> <hashtag> now listening </hashtag> <hashtag> music </hashtag> of dying on your birthday by <hashtag> senses </hashtag> fail from the <hashtag> album </hashtag> <hashtag> let </hashtag> it e . <repeated> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
2258,<user> yara . <repeated> i am a restless soul you are well aware but i like my skin perspective as most comforting . <repeated> when any 1 expects me to be,0,,"<repeated>,<user>"
2259,this history essay is literally shitting on me .,0,,
2260,<user> <user> <user> remember when pres . spoke of how great america is and how strong we the people are if we work together ?,0,,<user>
2261,fuck pure clothes though ! <repeated> spoiled just blessed 💪,0,,<repeated>
2262,<hashtag> torture report </hashtag> trending i wasn ' t aware j . k . rowling released her new book .,1,,"<hashtag>,</hashtag>"
2263,i am really talkative at night but no one is up to talk,1,,
2264,some <hashtag> tb lightning </hashtag> action along the boards at <user> in <hashtag> tampa </hashtag> <hashtag> fuji </hashtag> <hashtag> x30 </hashtag> <hashtag> bolts social </hashtag> <hashtag> be the thunder </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>,<user>"
2265,glad <user> is excited to see me . <repeated> 😒,1,😒,"<repeated>,<user>"
2266,i have three test and a two dance performances tomorrow ! <repeated> 📚 📖 💃 💃 👯 <hashtag> easy day </hashtag>,1,,"<hashtag>,</hashtag>,<repeated>"
2267,about once a yr i get a little nutty and reach for the orange marmalade . <hashtag> living on the edge </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>"
2268,"k should give us a famous bf , some fan need an entertainment apparently",1,,
2269,i am so glad i am sick today . <hashtag> bullcrap </hashtag>,1,,"<hashtag>,</hashtag>"
2270,<user> you are hilarious . <repeated>,1,,"<repeated>,<user>"
2271,<allcaps> bbc </allcaps> news new forest road safety campaign donkey killed by car <url>,1,,"<url>,</allcaps>,<allcaps>"
2272,<user> racism is pooled in liberal democrats . democrats must foment racism and division to maintain control . divide and conquer .,0,,<user>
2273,sweet united nations video . just in time for christmas . <hashtag> imagine </hashtag> <hashtag> no religion </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>"
2274,they done worked me so hard,0,,
2275,god bless whoever came up with the idea of making coloureds bruh . <repeated> not cape colourds thou,0,,<repeated>
2276,<user> at <money> per day those are definitely not costco socks ! i must say this funky sock movement is kinda cool .,0,,"<money>,<user>"
2277,so glad all that voting was put to good use !,1,,
2278,"to be fair , deblasio only asked <hashtag> black lives matter </hashtag> folks to stop protesting until the post funerals . so police protesting him is cool .",1,,"<hashtag>,</hashtag>"
2279,hell has frozen over . literally . <hashtag> texas 2015 </hashtag> .,0,,"<hashtag>,</hashtag>"
2280,"you are any moment , every second , every scent and every flower as a girl .",0,,
2281,new england <number> over new york jets pittsburgh <number> over kansas city carolina <number> over cleveland .,0,,<number>
2282,just snap chatting my sister a few times . <repeated> <hashtag> shelovesitwhen isendthatmany </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>,<repeated>"
2283,you are great at keeping a conversation . .,1,,
2284,<hashtag> ff </hashtag> by ideiasdebolosdocesedelicias . such a different twist to the regular <hashtag> frozen </hashtag> cakes <happy> we love this one ! . <repeated> <url>,1,,"<happy>,<url>,</hashtag>,<hashtag>,<repeated>"
2285,"<user> i love the way that the <hashtag> white </hashtag> males are buffoons , while the <hashtag> black </hashtag> woman is smart and always wins <hashtag> cultural marxism </hashtag>",1,,"<hashtag>,</hashtag>,<user>"
2286,so it ' s claimed that <percent> of all russian athletes take performance enhancing drugs . there is a surprise,1,,<percent>
2287,why could not i just stay sleeping,0,,
2288,"can not believe ash made this , too funny <hashtag> tolo </hashtag> <hashtag> never </hashtag> <url>",1,,"<hashtag>,<url>,</hashtag>"
2289,"if a foreign power hit japan ' s embassy in <allcaps> nyc </allcaps> with a missile , not really an attack on us . in that sense , i agree with you . <user>",0,,"</allcaps>,<allcaps>,<user>"
2290,<allcaps> jfk baggage idiots accused of stealing shit right outa your luggage </allcaps> ! <allcaps> shocked </allcaps> ? <allcaps> um <elongated> so </allcaps> <allcaps> they hire morons </allcaps> ! <allcaps> put the army in there </allcaps> !,1,,"<elongated>,</allcaps>,<allcaps>"
2291,<user> tis the season for unwanted gifts !,0,,<user>
2292,"damit , this fatima bhutto has an instagram account but not pics of her . some random shit . <repeated> and then ppl i follow keep posting pics .",1,,<repeated>
2293,too bad her cube does not have a door . <user> <hashtag> best coworkers ever </hashtag> <user>,1,,"<hashtag>,</hashtag>,<user>"
2294,those were some great last minute substitutions <user>,1,,<user>
2295,"<user> hey , he <allcaps> does </allcaps> have the word ban on his home page like two or three times though . <hashtag> acknowledgement is first step </hashtag>",1,,"</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
2296,ayee love your lips trying to sound creepy <url>,0,,<url>
2297,then that means it <allcaps> has </allcaps> to be square to him <user> <user> <user> <user> <user>,0,,"</allcaps>,<allcaps>,<user>"
2298,"<user> if it ' s a blue ribbon panel , then it will be all good .",1,,<user>
2299,<user> how many championships ? you trying to say that makes him worth more than saban ?,0,,<user>
2300,"working super early on a friday , when your will is weakest , is a pure treat . <hashtag> tired </hashtag> <hashtag> storm aged don </hashtag> <hashtag> arrow mid season finale </hashtag>",1,,"<hashtag>,</hashtag>"
2301,how to know when he really loves you . <hashtag> tmi </hashtag> <hashtag> i m sorry </hashtag> <hashtag> chick fil a </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
2302,cold or warmth both suffuse one ' s cheeks with pink colour / tone . <repeated> do you understand the underlying difference and its texture ?,0,,<repeated>
2303,wait . <repeated> wait . <repeated> wait . <repeated> is not the font on that t shirt comic sans ? <user> <hashtag> i cant breathe </hashtag> <url>,1,,"<url>,</hashtag>,<user>,<hashtag>,<repeated>"
2304,<user> what is it with whales this morning <url>,0,,"<url>,<user>"
2305,<user> <hashtag> noodle scene </hashtag> anyone ? he was so zen there . . oh ! wait ! but <hashtag> dead henry </hashtag> and <hashtag> bounceback annie </hashtag> . silly me ! all makes sense now !,1,,"<hashtag>,</hashtag>,<user>"
2306,<user> we should monitor them . <repeated>,1,,"<repeated>,<user>"
2307,<user> is naughty dog going to be there ? <hashtag> tga </hashtag>,0,,"<hashtag>,</hashtag>,<user>"
2308,<user> isnt it obvious <hashtag> sadhvi </hashtag> case and <hashtag> rape </hashtag> cases are <number> different things . you cannot co relate both thngs to <number> sentence,1,,"<hashtag>,<number>,</hashtag>,<user>"
2309,<user> i have a boyfriend ! hair flip and walks away,1,,<user>
2310,<user> <user> <user> <user> well played matt . well played .,0,,<user>
2311,uh oh . better head for the hills . <hashtag> storm </hashtag> <hashtag> clouds </hashtag> <hashtag> seek shelter </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
2312,<user> <user> gotta be a joke about tootin a horn somewhere,0,,<user>
2313,illinois just made it illegal to film cops ? i guess that ' s a step in the right direction . <hashtag> wtf </hashtag>,1,,"<hashtag>,</hashtag>"
2314,<user> why not ? the house committee has been very informative thus far ! <repeated> <hashtag> unite blue </hashtag>,1,,"<hashtag>,</hashtag>,<repeated>,<user>"
2315,way to prove that women are more than just breasts and an ass . <repeated> 😒,1,😒,<repeated>
2316,can you write your name on a paper and take a picture . <repeated> — i can but i am busy answering this question oh . <repeated> <url>,1,,"<url>,<repeated>"
2317,imma kill all you sobs ! jk <hashtag> lol </hashtag> <hashtag> red eye </hashtag>,1,,"<hashtag>,</hashtag>"
2318,<user> did i really need to put a hashtag ? oh dear !,0,,<user>
2319,<user> ugh . <repeated> painful for sure . can not win em all i spose . <repeated> but you should not ever look like that .,0,,"<repeated>,<user>"
2320,"i guess i am not sleeping tonight , i did not want to leave anyways",1,,
2321,"yoga pants , a sweatshirt , and nikes , am i <user> yet ? 😂",0,😂,<user>
2322,"<user> <user> <user> was <allcaps> stunning </allcaps> today , wasn ' t it ?",0,,"</allcaps>,<allcaps>,<user>"
2323,kind of love how i got a voicemail from my seat neighbor wondering where i was yet they constantly sell their ticket and i never ask,1,,
2324,thank you for all your retweets <user> <hashtag> top form </hashtag>,0,,"<hashtag>,</hashtag>,<user>"
2325,this photo of <user> ' s pool via <user> has really brightened up my morning . <repeated> <url>,1,,"<url>,<repeated>,<user>"
2326,<user> was completely sensationalized . inferring that cubs were not serious about winning until wednesday is a joke .,0,,<user>
2327,who ' s eating everything on the table for noche buena ? 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋 🙋,0,,
2328,we want turkey ! <repeated>,1,,<repeated>
2329,<user> too bad <allcaps> cnn </allcaps> can not conceive their own story . <hashtag> truth </hashtag> <hashtag> news </hashtag> ? <hashtag> hypocrite </hashtag> <hashtag> expose </hashtag> <hashtag> fake </hashtag> <hashtag> exposed 2014 </hashtag> <hashtag> boycott </hashtag> <hashtag> sponsors </hashtag>,1,,"</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
2330,the long commute to work for this <hashtag> keyboard cowboy </hashtag> <hashtag> anyone can code </hashtag> <user> <url>,0,,"<hashtag>,<url>,</hashtag>,<user>"
2331,"always gonna be an uphill battle , sometimes i am gonna have to lose .",0,,
2332,can almost smell the turkey <hashtag> hungry </hashtag>,0,,"<hashtag>,</hashtag>"
2333,one of many reasons i dislike <hashtag> alabama </hashtag> fans . <hashtag> auburn </hashtag> <hashtag> roll tide </hashtag> <hashtag> my ass </hashtag> <hashtag> jake ll mitchell </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
2334,<hashtag> monday morning </hashtag> pouring rain and i am singing ' the most wonderful time of the year ' as i walk to the office,1,,"<hashtag>,</hashtag>"
2335,". <user> computing , the internet , personal computers and smart phones were all invented by that pond scum <user>",1,,<user>
2336,<user> nice to know that you give me so much importance . <happy> <happy> <user> n,1,,"<happy>,<user>"
2337,<user> can you reveal what you were drinking now ?,0,,<user>
2338,glad i am up at <time>,1,,<time>
2339,omg <user> did not tell <user> he was in town 😱 <hashtag> true friend </hashtag>,1,😱,"<hashtag>,</hashtag>,<user>"
2340,it ' s freezing out there and very hazy . <repeated> just want to go home .,0,,<repeated>
2341,"<user> a british world champion in one of the most demanding and popular sports on earth . yeah , of course i am being sarcastic .",1,,<user>
2342,<hashtag> lebanon </hashtag> <hashtag> detainee </hashtag> <hashtag> is </hashtag> <hashtag> isis </hashtag> leader ' s <hashtag> wife </hashtag> <hashtag> iraqi </hashtag> <hashtag> official </hashtag> <allcaps> baghdad </allcaps> – an iraqi official denied wednesday . <repeated> <url>,0,,"<url>,</allcaps>,<allcaps>,</hashtag>,<hashtag>,<repeated>"
2343,the penguins cancelled their morning skate today . <repeated> due to icy conditions . <hashtag> but seriously the roads are bad </hashtag>,1,,"<hashtag>,</hashtag>,<repeated>"
2344,<user> / / <allcaps> lol </allcaps> . <repeated> apparently i leave a big impression .,1,,"</allcaps>,<allcaps>,<repeated>,<user>"
2345,<user> i guess i am the one who supposed to say that .,0,,<user>
2346,<user> <user> were not american it ' s mum,0,,<user>
2347,ready for the tax final,1,,
2348,"fell asleep <time> , woke up at <time> . can not get back to <hashtag> sleep </hashtag> . i had almost forgotten about you <hashtag> insomnia </hashtag> welcome back .",1,,"<hashtag>,</hashtag>,<time>"
2349,<user> this is my new fave thing on facebook <hashtag> sex pest </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>,<user>"
2350,wickedly ignorant bout black americans see racism in everything ' a figment of their imagination be trumped by j ' can hypocrisy <hashtag> n <elongated> </hashtag>,0,,"<hashtag>,</hashtag>,<elongated>"
2351,"went off the road this morning as did my english professor , thank you <allcaps> fsu </allcaps> for your concern for commuters 😒",1,😒,"</allcaps>,<allcaps>"
2352,being publicly called a heartless arsehole for going about my day as usual .,1,,
2353,<user> thank you ! i think i filled it out correctly,0,,<user>
2354,to be an ass but ohh yeaa ! <repeated> <url>,0,,"<url>,<repeated>"
2355,it ' s adorable how this keeps on happening,1,,
2356,then there ' s this <user> <user> <user> <user> <user> <url>,0,,"<url>,<user>"
2357,chicks be really pimping more then males these days <hashtag> the </hashtag> <hashtag> look </hashtag> ?,0,,"<hashtag>,</hashtag>"
